contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY260918P00715000,2026-08-18 18:37:40+00:00,715.0,2.13,2.14,2.16,0.25000012,13.297878,1184.0,32177,0.19312330322265625,False,REGULAR,USD
SPY260918P00716000,2026-08-18 18:35:27+00:00,716.0,2.19,2.19,2.21,0.29000008,15.263162,60.0,1468,0.1915669223022461,False,REGULAR,USD
SPY260918P00717000,2026-08-18 18:13:52+00:00,717.0,2.29,2.25,2.27,0.32999992,16.836731,467.0,2122,0.1901936450195313,False,REGULAR,USD
SPY260918P00718000,2026-08-18 18:02:38+00:00,718.0,2.38,2.31,2.32,0.3900001,19.597996,298.0,2477,0.18860674682617187,False,REGULAR,USD
SPY260918P00719000,2026-08-18 17:58:43+00:00,719.0,2.44,2.36,2.38,0.37000012,17.874403,211.0,4158,0.1871419177246094,False,REGULAR,USD
SPY260918P00720000,2026-08-18 18:24:24+00:00,720.0,2.44,2.43,2.44,0.33000016,15.639818,8757.0,36405,0.18567708862304685,False,REGULAR,USD
SPY260918P00721000,2026-08-18 18:13:45+00:00,721.0,2.54,2.49,2.51,0.3699999,17.050686,253.0,2178,0.18433432861328125,False,REGULAR,USD
SPY260918P00722000,2026-08-18 18:30:14+00:00,722.0,2.55,2.55,2.57,0.3499999,15.909087,97.0,2085,0.1827779476928711,False,REGULAR,USD
SPY260918P00723000,2026-08-18 15:53:32+00:00,723.0,2.66,2.63,2.64,0.42000008,18.750004,132.0,2460,0.181374153137207,False,REGULAR,USD
SPY260918P00724000,2026-08-18 18:30:14+00:00,724.0,2.69,2.7,2.71,0.36000013,15.450651,125.0,1073,0.17990932403564452,False,REGULAR,USD
SPY260918P00725000,2026-08-18 18:34:26+00:00,725.0,2.79,2.77,2.78,0.39999986,16.736395,3384.0,24035,0.17841397766113282,False,REGULAR,USD
SPY260918P00726000,2026-08-18 17:58:43+00:00,726.0,2.93,2.84,2.85,0.48000002,19.591837,86.0,3507,0.17685759674072266,False,REGULAR,USD
SPY260918P00727000,2026-08-18 18:09:45+00:00,727.0,3.05,2.92,2.93,0.53,21.031744,470.0,1156,0.17545380218505857,False,REGULAR,USD
SPY260918P00728000,2026-08-18 18:36:06+00:00,728.0,3.0,3.0,3.01,0.44000006,17.187504,218.0,1494,0.17401949035644532,False,REGULAR,USD
SPY260918P00729000,2026-08-18 17:58:39+00:00,729.0,3.18,3.08,3.1,0.5700002,21.839087,443.0,9483,0.1726767303466797,False,REGULAR,USD
SPY260918P00730000,2026-08-18 18:28:40+00:00,730.0,3.18,3.17,3.19,0.44000006,16.058397,5163.0,39714,0.17130345306396483,False,REGULAR,USD
SPY260918P00731000,2026-08-18 16:20:01+00:00,731.0,3.32,3.26,3.27,0.49,17.314487,157.0,2657,0.16968603759765627,False,REGULAR,USD
SPY260918P00732000,2026-08-18 18:29:40+00:00,732.0,3.35,3.35,3.37,0.4599998,15.916947,21478.0,12774,0.16834327758789067,False,REGULAR,USD
SPY260918P00733000,2026-08-18 18:31:52+00:00,733.0,3.43,3.45,3.46,0.48000002,16.271187,131.0,2676,0.16681741394042973,False,REGULAR,USD
SPY260918P00734000,2026-08-18 18:18:11+00:00,734.0,3.57,3.55,3.56,0.55999994,18.604649,98.0,7562,0.16535258483886722,False,REGULAR,USD
SPY260918P00735000,2026-08-18 18:21:55+00:00,735.0,3.66,3.66,3.67,0.5400002,17.3077,1044.0,31863,0.16404034210205082,False,REGULAR,USD
SPY260918P00736000,2026-08-18 18:13:26+00:00,736.0,3.87,3.76,3.78,0.63999987,19.814238,20156.0,21963,0.16263654754638673,False,REGULAR,USD
SPY260918P00737000,2026-08-18 18:42:08+00:00,737.0,3.87,3.88,3.89,0.55999994,16.918427,592.0,2765,0.1611717184448242,False,REGULAR,USD
SPY260918P00738000,2026-08-18 18:31:52+00:00,738.0,3.97,3.99,4.0,0.5799999,17.109142,192.0,3639,0.15964585479736326,False,REGULAR,USD
SPY260918P00739000,2026-08-18 18:23:28+00:00,739.0,4.13,4.12,4.13,0.6200001,17.66382,212.0,20731,0.15836412933349608,False,REGULAR,USD
SPY260918P00740000,2026-08-18 18:35:40+00:00,740.0,4.24,4.24,4.26,0.6199999,17.12707,1815.0,18657,0.15699085205078128,False,REGULAR,USD
SPY260918P00741000,2026-08-18 18:23:07+00:00,741.0,4.37,4.37,4.38,0.7099998,19.398901,532.0,1743,0.15543447113037112,False,REGULAR,USD
SPY260918P00742000,2026-08-18 18:34:25+00:00,742.0,4.52,4.5,4.52,0.68000007,17.708336,254.0,2826,0.15406119384765626,False,REGULAR,USD
SPY260918P00743000,2026-08-18 16:51:12+00:00,743.0,4.6,4.65,4.67,0.6299999,15.869015,362.0,3083,0.15277946838378909,False,REGULAR,USD
SPY260918P00744000,2026-08-18 18:41:19+00:00,744.0,4.8,4.78,4.8,0.78999996,19.700747,253.0,2532,0.1511315356445313,False,REGULAR,USD
SPY260918P00745000,2026-08-18 18:40:53+00:00,745.0,4.94,4.95,4.97,0.72000027,17.061619,2702.0,16230,0.14997187927246097,False,REGULAR,USD
SPY260918P00746000,2026-08-18 18:40:02+00:00,746.0,5.07,5.11,5.12,0.72000027,16.551731,1431.0,3300,0.148446015625,False,REGULAR,USD
SPY260918P00747000,2026-08-18 18:08:38+00:00,747.0,5.45,5.27,5.29,0.9499998,21.111107,997.0,2416,0.14710325561523438,False,REGULAR,USD
SPY260918P00748000,2026-08-18 18:42:36+00:00,748.0,5.44,5.44,5.45,0.9000001,19.955656,205.0,2241,0.1455468746948242,False,REGULAR,USD
SPY260918P00749000,2026-08-18 18:31:28+00:00,749.0,5.61,5.61,5.63,0.8299999,17.364014,374.0,2829,0.14415833877563478,False,REGULAR,USD
SPY260918P00750000,2026-08-18 18:37:51+00:00,750.0,5.77,5.79,5.81,0.8200002,16.56566,4863.0,31192,0.14267825103759768,False,REGULAR,USD
SPY260918P00751000,2026-08-18 18:18:54+00:00,751.0,6.0,5.98,6.0,0.88999987,17.416826,396.0,1485,0.1412439392089844,False,REGULAR,USD
SPY260918P00752000,2026-08-18 18:14:13+00:00,752.0,6.3,6.18,6.2,1.0500002,20.000004,140.0,2065,0.13984014465332031,False,REGULAR,USD
SPY260918P00753000,2026-08-18 18:09:47+00:00,753.0,6.66,6.38,6.41,1.1999998,21.97802,68.0,2804,0.13846686737060548,False,REGULAR,USD
SPY260918P00754000,2026-08-18 18:13:30+00:00,754.0,6.74,6.6,6.64,1.2099996,21.880642,262.0,2443,0.13723091781616215,False,REGULAR,USD
SPY260918P00755000,2026-08-18 18:42:01+00:00,755.0,6.86,6.82,6.86,1.0500002,18.072292,23527.0,14022,0.1357660887145996,False,REGULAR,USD
SPY260918P00756000,2026-08-18 18:34:53+00:00,756.0,7.08,7.08,7.11,1.0699997,17.803656,86.0,2018,0.1345606564331055,False,REGULAR,USD
SPY260918P00757000,2026-08-18 18:19:16+00:00,757.0,7.33,7.31,7.34,1.1599998,18.800646,2349.0,3132,0.13298901687622072,False,REGULAR,USD
SPY260918P00758000,2026-08-18 18:11:58+00:00,758.0,7.83,7.56,7.6,1.4299998,22.343748,82.0,1617,0.1316615155029297,False,REGULAR,USD
SPY260918P00759000,2026-08-18 18:08:11+00:00,759.0,8.09,7.83,7.86,1.4500003,21.837355,119.0,2004,0.1302272036743164,False,REGULAR,USD
SPY260918P00760000,2026-08-18 18:41:18+00:00,760.0,8.1,8.11,8.14,1.1900005,17.221426,16636.0,33276,0.12888444366455076,False,REGULAR,USD
SPY260918P00761000,2026-08-18 18:00:24+00:00,761.0,8.72,8.39,8.43,1.5700002,21.958044,226.0,1376,0.1275416836547852,False,REGULAR,USD
SPY260918P00762000,2026-08-18 18:28:15+00:00,762.0,8.68,8.69,8.72,1.2700005,17.139008,187.0,1382,0.12604633728027342,False,REGULAR,USD
SPY260918P00763000,2026-08-18 18:14:37+00:00,763.0,9.11,9.0,9.04,1.4599996,19.08496,228.0,736,0.12477987045288086,False,REGULAR,USD
SPY260918P00764000,2026-08-18 18:31:28+00:00,764.0,9.31,9.33,9.36,1.3700004,17.254412,387.0,1109,0.1233608172607422,False,REGULAR,USD
SPY260918P00765000,2026-08-18 18:37:15+00:00,765.0,9.6,9.67,9.7,1.3600006,16.504862,2593.0,23179,0.12201805725097657,False,REGULAR,USD
SPY260918P00766000,2026-08-18 18:34:53+00:00,766.0,10.05,10.01,10.05,1.5,17.54386,514.0,998,0.12066003860473634,False,REGULAR,USD
SPY260918P00767000,2026-08-18 18:23:28+00:00,767.0,10.41,10.39,10.42,1.5500002,17.49436,240.0,1639,0.11936305450439452,False,REGULAR,USD
SPY260918P00768000,2026-08-18 18:42:10+00:00,768.0,10.77,10.78,10.81,1.5600004,16.938116,1225.0,1070,0.11811184631347656,True,REGULAR,USD
SPY260918P00769000,2026-08-18 18:40:59+00:00,769.0,11.17,11.15,11.19,1.6400003,17.208818,846.0,1370,0.11660124130249025,True,REGULAR,USD
SPY260918P00770000,2026-08-18 18:42:05+00:00,770.0,11.6,11.58,11.62,1.7300005,17.527866,12893.0,20274,0.11547210220336915,True,REGULAR,USD
SPY260918P00771000,2026-08-18 18:14:13+00:00,771.0,12.18,11.99,12.03,1.9700003,19.294811,159.0,1960,0.11394623855590821,True,REGULAR,USD
SPY260918P00772000,2026-08-18 18:06:40+00:00,772.0,12.81,12.46,12.49,2.17,20.394735,183.0,2211,0.1128018408203125,True,REGULAR,USD
SPY260918P00773000,2026-08-18 18:22:05+00:00,773.0,12.8,12.88,13.02,1.7799997,16.152447,146.0,4344,0.11225252990722655,True,REGULAR,USD
SPY260918P00774000,2026-08-18 18:19:26+00:00,774.0,13.4,13.34,13.49,2.0,17.54386,58.0,4292,0.11083347671508789,True,REGULAR,USD
SPY260918P00775000,2026-08-18 18:42:52+00:00,775.0,13.96,13.85,13.96,2.0900002,17.607414,21311.0,25763,0.10923131988525389,True,REGULAR,USD
SPY260918P00776000,2026-08-18 18:20:34+00:00,776.0,14.41,14.41,14.55,2.13,17.345278,62.0,2197,0.10880407806396485,True,REGULAR,USD
SPY260918P00777000,2026-08-18 18:18:13+00:00,777.0,14.95,14.93,15.07,2.3400002,18.556704,109.0,1754,0.10735450759887696,True,REGULAR,USD
SPY260918P00778000,2026-08-18 18:26:18+00:00,778.0,15.6,15.46,15.65,2.3400002,17.64706,37.0,1318,0.10640847213745117,True,REGULAR,USD
SPY260918P00779000,2026-08-18 17:57:59+00:00,779.0,16.37,16.07,16.23,2.670001,19.489058,37.0,1222,0.10524881576538087,True,REGULAR,USD
SPY260918P00780000,2026-08-18 18:41:20+00:00,780.0,16.7,16.58,16.78,2.4400005,17.110804,308.0,4058,0.10349407257080076,True,REGULAR,USD
SPY260918P00781000,2026-08-18 18:13:12+00:00,781.0,17.63,17.2,18.92,2.8899994,19.606508,117.0,459,0.12134667724609374,True,REGULAR,USD
SPY260918P00782000,2026-08-18 16:34:27+00:00,782.0,17.89,17.8,18.06,2.7799997,18.39841,39.0,459,0.10147993255615234,True,REGULAR,USD
SPY260918P00783000,2026-08-14 19:30:09+00:00,783.0,18.31,17.29,18.73,3.9199991,27.241133,4.0,677,0.10053389709472656,True,REGULAR,USD
SPY260918P00784000,2026-08-17 20:01:56+00:00,784.0,15.17,19.11,20.66,0.0,0.0,5.0,115,0.1163723617553711,True,REGULAR,USD
SPY260918P00785000,2026-08-18 17:53:49+00:00,785.0,19.96,19.84,20.06,2.9799995,17.550056,97.0,1156,0.09769579071044923,True,REGULAR,USD
SPY260918P00786000,2026-08-17 14:11:56+00:00,786.0,16.2,20.56,20.79,0.0,0.0,14.0,49,0.09681078979492189,True,REGULAR,USD
SPY260918P00787000,2026-08-18 18:05:29+00:00,787.0,22.25,21.18,22.84,6.17,38.370647,2.0,102,0.11533477447509766,True,REGULAR,USD
SPY260918P00788000,2026-08-18 16:57:01+00:00,788.0,21.81,21.95,22.22,5.1099987,30.598793,10.0,44,0.09366751068115235,True,REGULAR,USD
SPY260918P00789000,2026-08-17 16:54:07+00:00,789.0,18.45,22.73,23.0,0.0,0.0,2.0,144,0.09269095794677734,True,REGULAR,USD
SPY260918P00790000,2026-08-18 18:06:05+00:00,790.0,23.95,23.48,25.0,3.6100006,17.748281,112.0,1975,0.11222201263427733,True,REGULAR,USD
SPY260918P00791000,2026-08-18 14:11:09+00:00,791.0,24.61,24.27,24.54,3.6599998,17.470167,99.0,408,0.0893645751953125,True,REGULAR,USD
SPY260918P00792000,2026-08-14 14:28:24+00:00,792.0,19.35,24.98,25.34,0.0,0.0,5.0,532,0.08765560791015625,True,REGULAR,USD
SPY260918P00793000,2026-08-03 19:22:31+00:00,793.0,35.49,24.21,26.15,0.0,0.0,64.0,32,0.08573301971435549,True,REGULAR,USD
SPY260918P00794000,2026-08-13 19:54:08+00:00,794.0,20.5,25.07,26.94,0.0,0.0,1.0,5,0.08265077514648439,True,REGULAR,USD
SPY260918P00795000,2026-08-18 18:06:05+00:00,795.0,28.03,26.3,29.01,5.5300007,24.57778,27.0,870,0.10923131988525389,True,REGULAR,USD
SPY260918P00796000,2026-08-03 19:19:19+00:00,796.0,38.03,26.7,28.68,0.0,0.0,4.0,2,0.07898870239257813,True,REGULAR,USD
SPY260918P00797000,2026-08-03 19:20:42+00:00,797.0,39.08,27.64,30.99,0.0,0.0,152.0,76,0.11408356628417969,True,REGULAR,USD
SPY260918P00798000,2026-08-18 15:03:46+00:00,798.0,30.5,28.5,31.85,5.6900005,22.934303,4.0,9,0.11383942810058593,True,REGULAR,USD
SPY260918P00799000,2026-08-10 16:30:50+00:00,799.0,27.5,29.56,32.87,0.0,0.0,40.0,13,0.11679960357666015,True,REGULAR,USD
SPY260918P00800000,2026-08-18 17:02:47+00:00,800.0,31.78,30.3,33.69,4.3600006,15.9008045,113.0,1445,0.11542632629394532,True,REGULAR,USD
SPY260918P00801000,2026-08-03 19:20:13+00:00,801.0,42.78,31.22,34.7,0.0,0.0,4.0,2,0.11811184631347656,True,REGULAR,USD
SPY260918P00802000,2026-08-14 19:32:36+00:00,802.0,27.18,32.2,35.58,0.0,0.0,2.0,8682,0.11780667358398436,True,REGULAR,USD
SPY260918P00803000,2026-08-10 18:58:16+00:00,803.0,34.43,33.24,36.58,3.1399994,10.035152,2.0,6,0.12021753814697264,True,REGULAR,USD
SPY260918P00804000,2026-08-05 14:53:22+00:00,804.0,32.69,34.18,37.55,0.0,0.0,2.0,2,0.1218959881591797,True,REGULAR,USD
SPY260918P00805000,2026-08-14 19:32:27+00:00,805.0,29.61,35.05,38.52,0.0,0.0,2.0,303,0.1235134036254883,True,REGULAR,USD
SPY260918P00806000,2026-08-10 13:55:37+00:00,806.0,33.87,36.06,39.5,0.0,0.0,77.0,93,0.12537495727539064,True,REGULAR,USD
SPY260918P00807000,2026-08-10 16:32:01+00:00,807.0,35.05,37.07,40.49,0.0,0.0,1.0,132,0.1274501318359375,True,REGULAR,USD
SPY260918P00808000,2026-08-05 13:38:23+00:00,808.0,34.91,38.04,41.48,0.0,0.0,45.0,8,0.12946427185058595,True,REGULAR,USD
SPY260918P00809000,2026-08-05 13:45:30+00:00,809.0,35.9,39.07,42.48,0.0,0.0,,0,0.13178358459472655,True,REGULAR,USD
SPY260918P00810000,2026-08-18 14:05:20+00:00,810.0,40.7,40.07,43.48,7.700001,23.333336,7.0,7,0.1341028973388672,True,REGULAR,USD
SPY260918P00811000,2026-08-10 16:32:01+00:00,811.0,38.71,41.05,44.48,0.0,0.0,1.0,2,0.13636117553710939,True,REGULAR,USD
SPY260918P00812000,2026-08-06 14:24:52+00:00,812.0,41.0,42.03,45.48,0.0,0.0,,0,0.13861945373535156,True,REGULAR,USD
SPY260918P00813000,2026-08-05 14:53:51+00:00,813.0,40.93,43.05,46.48,0.0,0.0,,0,0.14087773193359376,True,REGULAR,USD
SPY260918P00814000,2026-08-04 17:29:40+00:00,814.0,43.39,44.05,47.48,0.0,0.0,,0,0.14313601013183597,True,REGULAR,USD
SPY260918P00815000,2026-08-04 18:36:23+00:00,815.0,43.52,45.02,48.48,0.0,0.0,4.0,0,0.1453332537841797,True,REGULAR,USD
SPY260918P00816000,2026-08-04 17:29:41+00:00,816.0,45.23,46.02,49.48,0.0,0.0,,0,0.1475915319824219,True,REGULAR,USD
SPY260918P00817000,2026-08-04 17:29:42+00:00,817.0,46.16,47.06,50.48,0.0,0.0,,0,0.14978877563476564,True,REGULAR,USD
SPY260918P00818000,2026-08-17 20:01:34+00:00,818.0,45.3,48.03,51.48,0.0,0.0,1.0,1,0.1519860192871094,True,REGULAR,USD
SPY260918P00819000,2026-08-05 18:12:54+00:00,819.0,47.05,49.05,52.48,0.0,0.0,,0,0.15418326293945314,True,REGULAR,USD
SPY260918P00820000,2026-08-13 19:43:41+00:00,820.0,42.17,50.04,53.48,0.0,0.0,5.0,0,0.1563805065917969,True,REGULAR,USD
SPY260918P00821000,2026-08-17 20:11:30+00:00,821.0,48.38,51.02,54.48,0.0,0.0,1.0,0,0.15851671569824222,True,REGULAR,USD
SPY260918P00825000,2026-08-06 14:31:07+00:00,825.0,54.65,55.02,58.48,0.0,0.0,2.0,0,0.1671225866699219,True,REGULAR,USD
SPY260918P00830000,2026-08-18 16:46:43+00:00,830.0,61.44,60.06,63.48,4.829998,8.532058,64.0,0,0.17768156311035155,True,REGULAR,USD
SPY260918P00840000,2025-09-10 17:48:44+00:00,840.0,190.24,184.15,188.03,0.0,0.0,,0,1.5649130641174314,True,REGULAR,USD
SPY260918P00850000,2026-08-17 13:31:41+00:00,850.0,72.5,80.08,83.48,0.0,0.0,1.0,0,0.2181474670410156,True,REGULAR,USD
SPY260918P00860000,2026-08-07 14:29:25+00:00,860.0,86.9,90.06,93.48,0.0,0.0,1.0,0,0.23743438354492186,True,REGULAR,USD
SPY260918P00865000,2026-06-05 13:39:48+00:00,865.0,113.93,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY260918P00870000,2026-06-10 15:47:34+00:00,870.0,139.9,114.14,116.94,0.0,0.0,,0,0.5193224337768555,True,REGULAR,USD
SPY260918P00875000,2026-05-18 19:50:02+00:00,875.0,136.7,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY260918P00885000,2026-06-12 13:40:45+00:00,885.0,149.01,129.13,131.93,0.0,0.0,,0,0.5376022802734376,True,REGULAR,USD
SPY260918P00895000,2026-08-17 19:50:29+00:00,895.0,121.83,125.06,128.48,0.0,0.0,3.0,0,0.30109341491699215,True,REGULAR,USD
SPY260918P00900000,2026-08-17 19:50:29+00:00,900.0,126.81,130.05,133.48,0.0,0.0,3.0,5,0.30976032043457036,True,REGULAR,USD
SPY260918P00905000,2026-08-06 19:49:45+00:00,905.0,136.59,135.08,138.48,0.0,0.0,3.0,0,0.31830515686035155,True,REGULAR,USD
SPY260918P00930000,2026-06-09 16:38:21+00:00,930.0,205.83,174.13,176.93,0.0,0.0,,0,0.6453282537841796,True,REGULAR,USD
SPY260918P00940000,2026-05-15 19:50:37+00:00,940.0,201.8,186.45,189.56,0.0,0.0,2.0,0,0.7083159051513672,True,REGULAR,USD
SPY260918P00945000,2026-05-28 14:12:58+00:00,945.0,192.34,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY260918P00985000,2026-05-28 14:13:00+00:00,985.0,232.15,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
SPY260918P00990000,2026-05-18 19:50:02+00:00,990.0,251.7,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
